areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03
Financial District,Manhattan,neighborhood,3200,3200,3350,3350,3485,3373,3300,3300,3165,3230,3095,3064,3200,3318,3360,3395,3395,3480,3498,3495,3470,3495,3413,3400,3450,3450,3395,3595,3595,3600,3715,3600,3655,3500,3650,3540,3500,3500,3475,3485,3495,3450,3450,3410,3415,3395,3595,3595,3550,3557,3572,3610,3700,3800,3775,3803,3800,3793,3650,3613,3655,3775,3800,3872,3895,3856,3895,3800,3790,3727,3659,3653,3750,3795,3780,3798,3795,3795,3860,3835,3753,3742,3650,3650,3645,3695,3731,3783,3820,3800,3850,3869,3828,3715,3750,3795,3738,3850,3857,3795,3821,3930,4000,3990,3995,3985,3998,3947,4031,4000,3960,4077,4195,4051,4060,4010,3970,3942,4008,4008,4000,4047,3950,3891,3750,3637,3495,3479,3450,3500,3500,3495,3500,3500,3600,3700,3700,3928,4275,4373,4556,4540,4500,4610,4803,4820,4650,4775,4798,4695,4679,4752,4650,4650,4556,4500,4505,4550,4560,4763,4795,4865,4850,4850,4770,4760,4758,4828,4812,4850,4864
Flatbush,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,1250,1250,,,,,,,,,1300,1325,1238,,,1203,1300,1200,1200,1200,1385,1315,1338,1350,1350,1363,1350,1300,1348,1400,1400,1395,1395,1400,1450,1475,1500,1475,1400,1400,1450,1500,1450,1400,1450,1500,1500,1450,1487,1500,1500,1550,1550,1500,1500,1550,1600,1600,1650,1650,1668,1650,1645,1650,1648,1675,1675,1650,1650,1700,1650,1650,1695,1615,1650,1775,1770,1750,1750,1675,1700,1791,1838,1775,1750,1713,1750,1795,1800,1800,1750,1800,1800,1813,1750,1950,2025,1920,2073,2055,2100,2125,2195,2085,1999,1950,1974,1950,1912,1817,1799,1799,1863,1813,1850,1850,1949,1950,2000,2000,2000,2100,2100,2153,2150,2299,2399,2400,2468,2450,2487,2500,2500,2450,2400,2400,2400,2485,2575,2600,2720,2750,2669,2499,2450,2487,2399,2500,2525,2550
Flatiron,Manhattan,neighborhood,3485,3485,3450,3525,3595,3650,3795,3500,3500,3500,3495,3698,3850,3925,3995,3975,3900,3850,3775,3875,3963,3725,3750,3995,3750,3950,3950,3750,4125,4100,3950,3950,3900,3837,3895,3795,3800,3895,3795,3800,3978,4190,4185,4075,3982,3952,3779,3700,4086,4140,4248,4350,4529,4185,4245,4353,4295,4195,4200,4218,4298,4285,4652,4700,4788,4788,4650,4695,4690,4660,4480,4510,4585,4593,4450,4475,4545,4541,4541,4495,4498,4395,4401,4431,4417,4500,4495,4499,4550,4566,4400,4493,4440,4350,4370,4400,4391,4400,4418,4403,4422,4500,4500,4480,4500,4518,4382,4705,4763,4843,4828,4795,4900,4895,4925,4880,4804,4640,4623,4588,4633,4704,4750,4500,4259,4100,4000,3965,4000,3995,3971,3995,4095,4400,4400,4750,4663,4990,5278,5230,5367,5367,5314,5319,5343,5577,5579,5600,5749,5773,5769,5800,5730,5500,5312,5400,5712,5645,5750,5750,5810,5759,5646,5528,5500,5500,5195,5506,5537,5600,5764
Flatlands,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floral Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flushing,Queens,neighborhood,,,,,,,,,,,,,,,1275,1282,1288,1295,1295,1295,1295,1288,1250,1235,1195,1235,1295,,1300,1350,1393,1347,1347,1363,1385,1350,1338,1350,1300,1388,1375,1350,1338,1425,,1425,1495,1425,1405,1405,1400,1428,1485,1498,1563,1585,1575,1500,1525,1550,1500,1500,1450,1550,1550,1500,1550,1573,1600,1600,1625,1549,1550,1650,1700,1675,1650,1725,1700,1700,1650,1650,1650,1700,1696,1700,1699,1700,1700,1750,1800,1913,1750,1787,1725,1749,1700,1735,1750,1750,1750,1788,1755,1750,1746,1700,1725,1750,1750,1775,1750,1800,1799,1800,1828,1800,1800,1800,1800,1750,1750,1794,1800,1800,1785,1800,1800,1800,1813,1750,1700,1795,1750,1725,1725,1750,1775,1750,1775,1750,1775,1775,1795,1800,1800,1800,1850,1875,1900,1875,1900,1950,1900,1900,1895,1895,1850,1850,1900,1900,1973,2000,1963,2100,2111,2100,2099,2200,2000,2148,2050
Fordham,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,,1188,,,,1225,1200,,,1250,1300,1300,1300,1275,1313,1275,1285,1375,1350,1350,1348,1345,1400,1400,1400,1350,1400,1425,1450,1425,1375,,1450,1425,1498,,,1523,1563,1450,1450,1563,1533,1554,1675,1558,1495,1500,1534,1534,1475,1538,1500,1538,1545,1575,1575,1475,1563,1607,1538,,1650,,,1645,1600,1595,1573,1548,1620,1500,1500,1500,1650,,,,,1595,1595,1610,1541,1600,1613,1613,1625,1657,1650,1688,1650,1838,1810,1725,1695,1590,1598,1725,1638,1725,1788,1895,1650,1923,1895,1900,1895,1850,1795,1800,1915
Forest Hills,Queens,neighborhood,1550,1550,1550,1550,1450,1500,1600,1625,1550,1519,1525,1425,1500,1500,1575,1650,1675,1675,1650,1600,1625,1675,1650,1675,1625,1600,1773,1773,1750,1795,1700,1795,1798,1725,1650,1650,1650,1650,1550,1600,1650,1700,1725,1787,1763,1800,1738,1713,1725,1750,1800,1750,1750,1825,1800,1795,1850,1800,1800,1800,1920,2000,1950,1863,1850,1850,1895,1925,1900,1825,1850,1850,1800,1800,1800,1900,1900,1900,1850,1900,1949,1900,1899,1900,1850,1900,1900,1900,1895,1898,1900,1850,1900,1875,1850,1842,1850,1887,1900,1898,1900,1900,1885,1900,1898,1875,1899,1897,1899,1875,1900,1925,1950,1900,1975,2000,1998,1998,2000,1978,2000,1965,1997,1972,1950,1950,1900,1925,1925,1900,1900,1899,1895,1875,1895,1895,1900,1900,1900,1875,1900,1925,1950,1915,1975,1995,2000,2050,2100,2100,2100,2200,2105,2198,2200,2200,2150,2225,2199,2250,2350,2300,2450,2450,2398,2375,2385,2400,2395,2395,2400
Fort Greene,Brooklyn,neighborhood,2100,2025,2000,2000,2000,1975,2050,2095,2050,2275,2275,2263,2250,2263,2100,2275,2198,2295,2300,2295,2325,2350,2500,2350,2425,2400,2395,2398,2395,2440,2450,2400,2300,2295,2223,2400,2500,2500,2473,2295,2350,2350,2445,2350,2325,2350,2500,2525,2500,2500,2473,2500,2598,2650,2550,2550,2500,2500,2500,2600,2550,2550,2525,2575,2550,2500,2600,2600,2600,2595,2600,2573,2600,2600,2600,2600,2600,2700,2650,2700,2725,2675,2600,2575,2600,2600,2725,2750,2750,2738,2650,2673,2750,2700,2750,2750,2700,2750,2750,2650,2750,2750,2700,2756,2763,2914,3200,3200,2700,3000,3000,3100,3306,3100,2945,2949,2999,3000,3100,3248,3305,3194,3373,3414,3100,2850,2766,2765,2598,2650,2543,2595,2573,2600,2850,2900,2900,2984,3600,3595,3797,3700,3726,3813,3915,3734,3943,3975,4000,4000,4000,3810,3650,3929,3900,3895,3790,3994,3975,3998,3995,3923,3923,4088,4088,3900,3757,3800,3881,3862,4200
Fresh Meadows,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2150,,,,,2225,2175,2150
Gerritsen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Oaks,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,1600,1600,,,1600,,,,,,,,1600,,,,,,,,,,,,,,,1600,,,,1723,1800,,1700,1725,,,,,1700,1700,,,1867,,,,1650,,1539,,1600,,,1899,1899,,,,,,,,1795,,1925,1978,2000,1975,1975,2000,2099,2099,,1900,,2099,2100,2200,2200,2195,2225,2200,2100
Gowanus,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,2150,,2829,,,,,,,,,,,,,,,,,2950,2450,3000,3067,3034,2975,2875,2644,2594,2450,2325,2450,2475,2500,2500,2500,,2500,2700,2850,2200,2325,2200,2450,2500,2500,2500,2600,2500,2575,2600,2598,2700,2700,2498,2100,2598,2600,2598,2945,3000,3037,2623,2800,3176,3000,2800,3009,3100,2719,2575,2993,2550,2773,2800,2820,2750,2860,2828,2698,2629,2888,2702,2495,2750,2905,2897,3115,3032,2700,2843,2495,2498,2963,2750,2650,2500,2500,3147,2725,2675,3100,3500,3300,2800,2600,3250,3275,3075,2875,2550,2600,2585,2625,2500,2500,2600,2500,2400,2500,2800,2900,3044,3014,2900,2475,3050,3095,2299,3000,3700,3615,3150,3448,3600,3298,3600,3633,3263,3338,3715,3998,4045,3995,4061,4149,3198,3985,4010,3925,3825,3750,3750,3750,3830,3900
Gramercy Park,Manhattan,neighborhood,3125,3000,3000,3200,3250,3100,3225,3250,3300,3300,3400,3355,3195,3250,3200,3100,3200,3300,3250,3250,3400,3500,3495,3450,3400,3373,3398,3250,3300,3300,3200,3200,3225,3450,3473,3300,3200,3448,3500,3500,3500,3400,3400,3300,3500,3500,3500,3500,3500,3400,3448,3495,3350,3498,3323,3350,3400,3500,3499,3550,3550,3500,3150,3300,3450,3650,3595,3500,3525,3500,3400,3500,3600,3600,3800,3825,3795,3686,3784,3600,3500,3485,3200,3298,3450,3650,3550,3600,3500,3350,3395,3473,3498,3400,3300,3310,3603,3498,3463,3413,3650,3400,3450,3395,3500,3500,3650,3500,3400,3600,3800,3795,3800,3895,3900,3950,4000,3800,3800,3900,3975,3850,3825,3425,3275,3373,3300,3385,3285,3200,3100,3100,3200,3200,3200,3300,3375,3300,3380,3450,3800,3850,3800,4500,4348,4000,4200,4350,4495,4500,4475,4348,4500,4265,4265,4000,4285,4500,4400,4500,4500,4673,4488,4500,4453,4350,4200,3998,4500,4225,4500
Gravesend,Brooklyn,neighborhood,,,,,,,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,1238,1225,,1375,1363,1325,1375,1375,1375,1400,1363,1338,1388,1375,1325,1325,1425,1325,1385,1400,1400,1363,,1363,1400,1495,1438,1450,,1425,1413,1500,1513,1499,1499,1499,1300,1450,1400,1475,1500,1575,1685,1688,1600,1563,1600,1625,1600,1595,1599,1600,1600,1600,1573,1600,1650,1650,1600,1613,1600,1650,1675,1625,1650,1625,1625,1613,1600,1650,1650,1650,1650,1650,1650,1650,1663,1645,1660,1613,1669,1650,1650,1700,1695,1650,1695,1675,1700,1650,1713,1650,1699,1663,1700,1675,1675,1695,1613,1625,1638,1650,1685,1725,1750,1750,1695,1625,1700,1696,1700,1750,1763,1725,1700,1725,1795,1875,1850,1725,1725,1650,1800,,1800,1950,1950,1800,1821,1850,1800,1860,1700,1875,1925,3235,3272,3384
Greenpoint,Brooklyn,neighborhood,2100,2100,2100,1995,2125,1850,1900,,2275,2500,2450,2450,2075,1925,,1800,1800,2000,2200,2200,1800,2425,1950,1825,2095,2250,2200,2300,2350,2250,1985,2100,2200,2000,2375,2400,2050,2000,2150,2200,2325,2400,2450,2400,2500,2400,2300,2350,2500,2573,2325,2400,2500,2498,2400,2588,2500,2438,2475,2300,2200,2195,2238,2450,2300,2350,2500,2500,2500,2600,2475,2350,2500,2400,2473,2550,2500,2550,2550,2375,2425,2500,2500,2495,2400,2450,2450,2499,2499,2695,2571,2500,2550,2415,2400,2350,2400,2300,2400,2300,2399,2400,2500,2600,2400,2500,2500,2400,2533,2650,2545,2500,2750,2600,2600,2900,2900,2650,2625,2650,3000,2995,3100,2900,2900,2600,2500,2575,2500,2408,2400,2400,2350,2400,2375,2400,2450,2500,2499,2799,2500,2675,2900,3000,3150,3188,3163,3550,3500,3725,4135,3940,3800,3850,3957,4000,3859,3800,3898,3980,3800,3699,3973,4100,4095,4010,4000,4000,4000,4135,4100
Greenwich Village,Manhattan,neighborhood,3150,3200,2998,3000,3000,3250,3000,3000,3595,3700,3400,3398,3400,3400,3250,3250,3400,3200,3098,3448,3738,3595,3500,3595,3650,3450,3595,3625,3550,3400,3500,3500,3625,3548,3450,3450,3450,3595,3595,3463,3425,3500,3600,3500,3495,3600,3650,3695,3750,3800,3750,3695,3800,3500,3350,3450,3500,3750,3895,3850,3895,3795,3725,3700,3695,3500,3500,4000,4000,4195,4000,4095,3963,3773,3773,3850,3700,3700,3750,3595,3775,3945,3795,3850,3825,3895,3895,3850,3663,3550,3700,3500,3525,3600,3600,3650,3500,3650,3600,3673,3450,3663,3750,3700,3797,3823,3852,3895,3995,3873,3850,3975,3995,3650,3927,3927,4200,4250,4050,3995,3995,4000,3998,3695,3695,3500,3500,3342,3350,3250,3200,3300,3300,3450,3300,3307,3450,3750,3650,4000,4000,4198,4000,4598,4173,4195,4548,3995,4300,4379,4500,4673,4845,4500,4573,4500,4800,4825,4500,4500,4995,4795,4500,4700,4525,4500,4795,4795,4675,4598,4688
Greenwood,Brooklyn,neighborhood,,,,,,,,,,,,,,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1850,1875,1800,1890,1800,1700,1800,1673,1775,1763,1725,1750,1800,1850,1850,1874,1700,1700,1725,1763,2000,1963,1930,1998,1900,2000,2000,2000,1900,1950,2050,1999,1950,2000,2000,1950,1899,1900,1973,1950,1800,1950,1975,1850,1985,1975,1988,2000,2000,1973,1900,1995,2300,2400,2150,1988,1900,1975,1913,2150,2470,2100,2100,2199,2100,2100,1999,1990,1950,1950,1900,2100,2000,2000,2150,2100,2200,2125,1750,2000,1998,2450,2300,2350,2320,2200,1950,1900,1950,1800,1800,1800,1850,1863,1895,1895,1925,2050,2100,2250,2100,2080,2050,2350,2199,2200,2600,2650,2400,2500,2800,2663,2400,2600,3100,2600,2800,2600,2650,2700,2700,2600,2500,2500,2500,2500,2800,2675,2673,2800
